1	1	1	1	1	0	1	0	1	1900	23	5.0 	1	4	1	0	0	0	1	58
1	0	1	1	1	0	0	0	0	2000	172	4.9 	1	4	1	0	0	0	2	1123
1	0	1	1	1	0	0	0	0	2000	61	5.0 	0	0	0	0	2	0	2	271
1	0	1	0	1	0	0	0	0	2000	169	5.0 	1	0	1	0	0	0	1	575
1	0	1	0	1	0	0	0	0	2000	1	5.0 	1	3	2	4	0	0	1	125
1	0	1	1	1	0	0	0	0	2000	125	4.8 	1	0	1	0	1	0	1	782
1	1	1	0	1	0	0	0	0	2000	6	5.0 	0	3	0	0	0	0	4	18
1	1	1	0	1	0	0	0	0	2000	1	5.0 	0	4	1	0	0	0	1	0
0	0	0	0	1	0	0	0	0	2000	21	4.4 	0	1	0	0	1	1	0	200
1	1	1	1	1	0	0	0	0	2000	83	5.0 	1	2	0	0	2	2	1	416
0	0	0	0	1	0	0	0	0	2000	2	5.0 	0	0	0	0	1	0	3	0
0	0	0	0	0	0	0	0	1	2000	4	5.0 	1	0	1	0	0	0	1	21
1	1	1	1	1	0	0	0	0	2000	37	4.9 	1	2	0	0	1	0	1	326
0	0	0	0	1	0	0	0	1	2000	27	4.6 	1	0	1	0	0	0	1	144
1	1	1	1	1	0	0	0	0	2000	0	0	0	2	1	0	2	2	0	0
1	0	1	0	1	0	0	0	0	2000	2	5.0 	0	4	1	0	0	0	1	0
1	0	0	1	1	0	0	0	0	2000	9	5.0 	1	4	1	0	0	0	1	42
1	0	1	0	1	0	0	0	0	2000	2	5.0 	0	4	1	0	0	0	1	0
1	0	1	1	1	0	1	0	1	2000	4	5.0 	0	4	2	0	0	0	1	0
1	0	1	1	0	0	1	1	0	2000	12	5.0 	1	4	1	0	0	0	1	80
1	1	1	0	1	0	0	0	0	2011	94	4.9 	1	0	0	0	0	0	1	602
1	0	1	0	1	0	0	0	0	2021	117	4.7 	1	4	0	0	0	0	1	1033
1	0	1	0	1	0	0	0	0	2051	58	4.6 	0	2	0	0	0	1	1	1305
1	0	1	0	1	0	0	0	0	2071	20	4.8 	0	2	0	1	0	2	2	228
0	0	0	0	1	0	0	0	0	2080	8	5.0 	0	3	0	3	0	1	1	18
1	0	1	1	1	0	0	0	0	2080	28	4.8 	1	4	0	0	0	0	2	267
0	1	0	0	1	0	0	0	0	2080	13	4.7 	0	3	0	0	0	0	1	32
1	0	1	0	1	0	0	0	0	2080	1	5.0 	0	5	0	2	0	0	1	0
1	1	1	0	1	0	0	0	0	2080	4	4.8 	0	4	0	0	0	0	2	26
1	1	1	0	1	0	0	0	0	2089	78	5.0 	0	3	2	0	3	0	2	169
